"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.409679743E1,-1.404876709E-1,5.726226807E0,8.123641968E0
2.419698664E1,5.583190918E-2,5.709472656E0,7.541839600E0
2.429720636E1,-3.655548096E-1,5.874664307E0,7.352706909E0
2.439745661E1,-4.948425293E-1,5.956069946E0,7.759719849E0
2.449761530E1,8.602752686E-1,5.934524536E0,9.615219116E0
2.459783502E1,4.125671387E-1,6.190704346E0,6.402206421E0
2.469802423E1,-3.847045898E-1,5.939315796E0,7.515502930E0
2.479824396E1,-4.472351074E-2,6.430130005E0,7.278488159E0
2.489843317E1,6.208648682E-1,6.439697266E0,7.582550049E0
2.499865290E1,-1.524658203E-1,6.221832275E0,7.716613770E0
2.509887262E1,-4.397735596E-1,6.353515625E0,7.127639771E0
2.519909235E1,1.991271973E-2,6.214645386E0,7.896179199E0
2.529931207E1,-2.578125000E-1,6.305633545E0,7.625640869E0
2.529931207E1,-3.908966064E0,5.089370728E0,6.952865601E0
2.539953180E1,-2.872283936E0,5.027130127E0,7.280883789E0
2.549972101E1,-1.962478638E0,4.782913208E0,7.450866699E0
2.559994074E1,-3.432525635E0,4.040710449E0,9.438049316E0
2.570016046E1,-2.424560547E0,4.023956299E0,6.761337280E0
2.580034967E1,-2.884246826E0,4.220275879E0,9.138778687E0
2.590053888E1,-1.648834229E0,5.225845337E0,6.916961670E0
2.600075861E1,-3.027908325E0,5.199508667E0,7.632827759E0
2.610094782E1,-3.042266846E0,5.156402588E0,7.798019409E0
2.620116754E1,-3.269714355E0,5.221054077E0,7.017517090E0
2.630138727E1,-4.280075073E0,5.185134888E0,6.335159302E0
2.640157648E1,-3.784469604E0,5.491592407E0,6.806823730E0
2.650179620E1,-3.829956055E0,5.922561646E0,6.904983521E0
2.660198541E1,-4.117263794E0,5.762145996E0,6.095748901E0
2.670220514E1,-4.330352783E0,5.541870117E0,6.210662842E0
2.680242487E1,-4.378234863E0,5.829177856E0,5.894638062E0
2.690261408E1,-3.832351685E0,5.855514526E0,6.191513062E0
2.700283380E1,-3.920944214E0,5.616088867E0,6.497970581E0
2.710305353E1,-4.035858154E0,5.912979126E0,5.880264282E0
2.720324274E1,-4.284851074E0,6.157180786E0,5.504379272E0
2.730343195E1,-4.141204834E0,5.764541626E0,5.935333252E0
2.740365167E1,-3.657577515E0,5.912979126E0,5.564239502E0
2.750387140E1,-3.801223755E0,5.857910156E0,5.607330322E0
2.760406061E1,-3.916152954E0,5.786087036E0,6.746963501E0
2.770428034E1,-4.011917114E0,5.898605347E0,6.644012451E0
2.780450006E1,-3.841934204E0,6.030288696E0,5.621688843E0
2.790468927E1,-4.732574463E0,6.494766235E0,5.853927612E0
2.800490900E1,-3.205078125E0,6.106903076E0,6.222640991E0
2.810509821E1,-3.765319824E0,5.893829346E0,5.841964722E0
2.820531793E1,-3.573776245E0,5.788482666E0,5.626480103E0
2.830550714E1,-3.583358765E0,5.328796387E0,7.163558960E0
