"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.495624944E1,-7.339477539E-3,-1.432800293E-2,2.523803711E-2
3.505649968E1,-3.082275391E-3,9.109497070E-3,2.735900879E-2
3.515674993E1,-6.271362305E-3,-1.751708984E-2,5.506896973E-2
3.525696966E1,-2.119445801E-2,1.124572754E-2,3.056335449E-2
3.535718938E1,-1.586914062E-2,-1.219177246E-2,4.760742188E-2
3.545743962E1,-8.407592773E-3,1.870727539E-2,4.228210449E-2
3.555768987E1,1.609802246E-2,-4.730224609E-4,4.653930664E-2
3.565794011E1,1.502990723E-2,-1.541137695E-3,1.991271973E-2
3.575815984E1,4.379272461E-3,5.950927734E-4,4.867553711E-2
3.585841008E1,1.396179199E-2,5.950927734E-4,4.228210449E-2
3.595862981E1,2.355957031E-2,3.784179688E-3,5.825805664E-2
3.605888006E1,2.035522461E-2,1.550292969E-2,7.637023926E-2
3.615913030E1,3.314208984E-2,4.852294922E-3,7.743835449E-2
3.625941106E1,2.461242676E-2,-5.798339844E-3,8.062744141E-2
3.635960027E1,7.568359375E-3,-2.609252930E-3,9.020996094E-2
3.645982000E1,5.447387695E-3,6.988525391E-3,9.553527832E-2
3.656007024E1,-3.082275391E-3,1.663208008E-3,1.019287109E-1
3.666032048E1,-3.082275391E-3,-2.497863770E-2,1.242980957E-1
3.676054021E1,2.243041992E-3,-2.816772461E-2,7.637023926E-2
3.686079046E1,1.220703125E-4,-7.934570312E-3,6.784057617E-2
3.696104070E1,-4.150390625E-3,-4.730224609E-4,9.127807617E-2
3.706129094E1,1.289367676E-2,8.056640625E-3,3.588867188E-2
3.716154119E1,2.243041992E-3,1.870727539E-2,1.565551758E-2
3.726173040E1,6.515502930E-3,-5.798339844E-3,2.523803711E-2
3.736198064E1,5.447387695E-3,5.950927734E-4,-6.729125977E-3
3.746223089E1,2.243041992E-3,2.716064453E-3,-1.524353027E-2
3.756245061E1,-1.159667969E-2,2.189636230E-2,-5.661010742E-3
