"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.166935573E0,5.386199951E1,1.139526367E1,5.995178223E0
8.267368923E0,5.446166992E1,1.104431152E1,7.194519043E0
8.368076931E0,5.416259766E1,1.173553467E1,7.194519043E0
8.468784938E0,5.416259766E1,1.173553467E1,5.995178223E0
8.569492946E0,5.386199951E1,1.139526367E1,7.194519043E0
8.670200954E0,5.326232910E1,1.225433350E1,5.694580078E0
8.770908962E0,5.416259766E1,1.208496094E1,5.393981934E0
8.873173366E0,5.416259766E1,1.139526367E1,5.995178223E0
8.973332058E0,5.326232910E1,1.191558838E1,5.694580078E0
9.073521267E0,5.386199951E1,1.208496094E1,6.594848633E0
9.173740993E0,5.416259766E1,1.139526367E1,7.194519043E0
9.274449001E0,5.476226807E1,1.139526367E1,4.194641113E0
9.375157009E0,5.386199951E1,1.139526367E1,5.995178223E0
9.475865017E0,5.386199951E1,1.156463623E1,5.694580078E0
9.576573024E0,5.386199951E1,1.156463623E1,6.294250488E0
9.677281032E0,5.386199951E1,1.173553467E1,5.995178223E0
9.779759060E0,5.356140137E1,1.156463623E1,5.094909668E0
9.879917751E0,5.446166992E1,1.087493896E1,6.893920898E0
9.980106960E0,5.386199951E1,1.225433350E1,5.694580078E0
1.008026565E1,5.386199951E1,1.139526367E1,5.995178223E0
1.018082107E1,5.446166992E1,1.122436523E1,5.694580078E0
1.028152908E1,5.416259766E1,1.208496094E1,5.393981934E0
1.038223709E1,5.446166992E1,1.208496094E1,5.995178223E0
1.048294510E1,5.416259766E1,1.156463623E1,7.495117188E0
1.058365310E1,5.416259766E1,1.173553467E1,7.194519043E0
1.068436111E1,5.446166992E1,1.208496094E1,5.995178223E0
1.078650344E1,5.386199951E1,1.191558838E1,5.094909668E0
1.088669265E1,5.296173096E1,1.191558838E1,5.694580078E0
1.098685134E1,5.266265869E1,1.295471191E1,5.694580078E0
1.108719314E1,5.446166992E1,1.139526367E1,7.194519043E0
1.118790115E1,5.446166992E1,1.191558838E1,6.294250488E0
1.128860916E1,5.386199951E1,1.208496094E1,4.194641113E0
1.138931717E1,5.416259766E1,1.156463623E1,6.294250488E0
1.149002517E1,5.476226807E1,1.087493896E1,6.294250488E0
1.159076370E1,5.416259766E1,1.156463623E1,5.694580078E0
1.169311966E1,5.416259766E1,1.139526367E1,7.794189453E0
1.179327835E1,5.386199951E1,1.122436523E1,5.694580078E0
1.189346756E1,5.416259766E1,1.173553467E1,6.594848633E0
1.199362625E1,5.446166992E1,1.139526367E1,8.393859863E0
1.209427322E1,5.506134033E1,1.087493896E1,7.495117188E0
1.219498123E1,5.416259766E1,1.173553467E1,5.995178223E0
1.229571975E1,5.476226807E1,1.104431152E1,4.794311523E0
1.239642776E1,5.506134033E1,1.087493896E1,5.094909668E0
1.249713577E1,5.386199951E1,1.208496094E1,5.393981934E0
1.259784378E1,5.506134033E1,1.122436523E1,7.495117188E0
1.269989456E1,5.386199951E1,1.191558838E1,6.294250488E0
1.280008377E1,5.416259766E1,1.139526367E1,5.995178223E0
1.290021194E1,5.326232910E1,1.173553467E1,5.393981934E0
1.300064529E1,5.446166992E1,1.139526367E1,4.794311523E0
1.310135330E1,5.386199951E1,1.191558838E1,6.294250488E0
1.320206131E1,5.476226807E1,1.122436523E1,6.893920898E0
1.330276931E1,5.476226807E1,1.104431152E1,7.794189453E0
1.340347732E1,5.506134033E1,1.087493896E1,7.495117188E0
1.350418533E1,5.446166992E1,1.122436523E1,6.893920898E0
1.360644973E1,5.416259766E1,1.208496094E1,5.393981934E0
1.370660842E1,5.446166992E1,1.139526367E1,5.393981934E0
1.380682815E1,5.476226807E1,1.122436523E1,6.893920898E0
1.390701736E1,5.416259766E1,1.243438721E1,6.594848633E0
1.400772537E1,5.416259766E1,1.173553467E1,5.995178223E0
1.410843338E1,5.386199951E1,1.243438721E1,7.194519043E0
1.420914138E1,5.356140137E1,1.139526367E1,5.995178223E0
1.430984939E1,5.386199951E1,1.156463623E1,6.294250488E0
1.441055740E1,5.356140137E1,1.173553467E1,5.393981934E0
1.451303543E1,5.476226807E1,1.191558838E1,6.893920898E0
1.461322464E1,5.386199951E1,1.191558838E1,6.294250488E0
1.471341385E1,5.386199951E1,1.191558838E1,6.294250488E0
1.481357254E1,5.386199951E1,1.191558838E1,5.094909668E0
1.491409744E1,5.446166992E1,1.104431152E1,5.995178223E0
1.501483596E1,5.296173096E1,1.191558838E1,5.694580078E0
1.511551345E1,5.416259766E1,1.104431152E1,5.995178223E0
1.521622146E1,5.476226807E1,1.087493896E1,7.495117188E0
1.531692947E1,5.386199951E1,1.191558838E1,5.094909668E0
1.541763748E1,5.506134033E1,1.104431152E1,6.594848633E0
1.551977981E1,5.386199951E1,1.225433350E1,5.094909668E0
1.561996902E1,5.446166992E1,1.139526367E1,6.594848633E0
1.572012771E1,5.386199951E1,1.104431152E1,5.995178223E0
1.582046951E1,5.416259766E1,1.156463623E1,6.294250488E0
1.592117752E1,5.446166992E1,1.173553467E1,5.995178223E0
1.602188552E1,5.476226807E1,1.156463623E1,6.893920898E0
1.612259353E1,5.446166992E1,1.104431152E1,7.194519043E0
1.622330154E1,5.356140137E1,1.295471191E1,5.094909668E0
1.632400955E1,5.446166992E1,1.243438721E1,5.393981934E0
1.642636550E1,5.446166992E1,1.087493896E1,6.893920898E0
1.652652420E1,5.506134033E1,1.156463623E1,6.893920898E0
1.662674392E1,5.416259766E1,1.173553467E1,7.194519043E0
1.672690261E1,5.386199951E1,1.139526367E1,7.194519043E0
1.682754959E1,5.296173096E1,1.225433350E1,6.893920898E0
1.692828811E1,5.416259766E1,1.156463623E1,6.294250488E0
1.702896560E1,5.476226807E1,1.104431152E1,7.794189453E0
1.712967361E1,5.386199951E1,1.104431152E1,4.794311523E0
1.723038162E1,5.446166992E1,1.260528564E1,5.694580078E0
1.733108963E1,5.416259766E1,1.208496094E1,7.794189453E0
1.743314041E1,5.386199951E1,1.173553467E1,5.995178223E0
1.753326693E1,5.386199951E1,1.191558838E1,5.094909668E0
1.763345614E1,5.416259766E1,1.104431152E1,7.194519043E0
1.773388949E1,5.476226807E1,1.104431152E1,6.594848633E0
1.783462801E1,5.356140137E1,1.156463623E1,5.094909668E0
1.793530550E1,5.386199951E1,1.173553467E1,5.995178223E0
1.803601351E1,5.506134033E1,1.070556641E1,7.794189453E0
1.813672152E1,5.416259766E1,1.191558838E1,6.294250488E0
1.823746005E1,5.446166992E1,1.139526367E1,5.995178223E0
1.833972445E1,5.416259766E1,1.087493896E1,6.893920898E0
1.843985262E1,5.476226807E1,1.087493896E1,5.094909668E0
1.854004183E1,5.536193848E1,1.052551270E1,7.495117188E0
1.864026156E1,5.386199951E1,1.208496094E1,7.194519043E0
1.874096957E1,5.536193848E1,1.087493896E1,6.294250488E0
1.884167757E1,5.446166992E1,1.208496094E1,6.594848633E0
1.894241610E1,5.386199951E1,1.225433350E1,5.094909668E0
1.904309359E1,5.416259766E1,1.260528564E1,5.694580078E0
1.914380160E1,5.386199951E1,1.173553467E1,6.594848633E0
1.924627962E1,5.506134033E1,1.104431152E1,6.594848633E0
1.934643832E1,5.386199951E1,1.156463623E1,7.495117188E0
1.944662752E1,5.446166992E1,1.225433350E1,6.294250488E0
1.954681673E1,5.326232910E1,1.173553467E1,5.393981934E0
1.964734164E1,5.386199951E1,1.104431152E1,5.995178223E0
1.974804964E1,5.446166992E1,1.139526367E1,5.995178223E0
1.984875765E1,5.476226807E1,1.104431152E1,6.594848633E0
1.994946566E1,5.446166992E1,1.122436523E1,6.893920898E0
2.005017367E1,5.446166992E1,1.139526367E1,5.995178223E0
2.015088168E1,5.386199951E1,1.156463623E1,6.294250488E0
2.025305453E1,5.326232910E1,1.208496094E1,5.393981934E0
2.035321322E1,5.386199951E1,1.087493896E1,6.893920898E0
2.045337191E1,5.446166992E1,1.070556641E1,6.594848633E0
2.055371371E1,5.296173096E1,1.277465820E1,2.394104004E0
2.065442172E1,5.446166992E1,1.104431152E1,8.393859863E0
2.075512972E1,5.446166992E1,1.208496094E1,5.995178223E0
2.085583773E1,5.356140137E1,1.173553467E1,5.393981934E0
2.095654574E1,5.416259766E1,1.122436523E1,5.694580078E0
2.105728426E1,5.446166992E1,1.191558838E1,6.294250488E0
2.115960970E1,5.326232910E1,1.173553467E1,5.393981934E0
2.125979891E1,5.506134033E1,1.018524170E1,6.893920898E0
2.135995760E1,5.386199951E1,1.191558838E1,6.294250488E0
2.146017733E1,5.416259766E1,1.122436523E1,6.294250488E0
2.156079378E1,5.416259766E1,1.052551270E1,7.495117188E0
2.166150179E1,5.416259766E1,1.156463623E1,6.294250488E0
2.176224032E1,5.446166992E1,1.139526367E1,7.194519043E0
2.186291781E1,5.386199951E1,1.104431152E1,5.995178223E0
2.196362582E1,5.446166992E1,1.191558838E1,7.495117188E0
2.206433382E1,5.446166992E1,1.122436523E1,6.893920898E0
2.216641512E1,5.476226807E1,1.104431152E1,7.794189453E0
2.226657381E1,5.446166992E1,1.018524170E1,7.495117188E0
2.236676302E1,5.416259766E1,1.087493896E1,5.094909668E0
2.246716586E1,5.386199951E1,1.087493896E1,6.893920898E0
2.256787386E1,5.416259766E1,1.087493896E1,5.694580078E0
2.266861239E1,5.386199951E1,1.156463623E1,6.294250488E0
2.276928988E1,5.446166992E1,1.139526367E1,5.995178223E0
2.286999789E1,5.446166992E1,1.122436523E1,6.893920898E0
2.297073641E1,5.356140137E1,1.191558838E1,6.294250488E0
2.307297030E1,5.446166992E1,1.156463623E1,6.893920898E0
2.317312899E1,5.476226807E1,1.087493896E1,5.094909668E0
2.327331820E1,5.446166992E1,1.104431152E1,7.194519043E0
2.337353793E1,5.506134033E1,1.104431152E1,7.794189453E0
2.347424593E1,5.446166992E1,1.139526367E1,5.995178223E0
2.357495394E1,5.386199951E1,1.208496094E1,7.194519043E0
2.367566195E1,5.446166992E1,1.104431152E1,7.194519043E0
2.377636996E1,5.416259766E1,1.122436523E1,5.694580078E0
2.387707796E1,5.446166992E1,1.087493896E1,6.893920898E0
2.397955599E1,5.446166992E1,1.104431152E1,7.194519043E0
2.407974520E1,5.446166992E1,1.173553467E1,7.194519043E0
2.417987338E1,5.476226807E1,1.104431152E1,7.794189453E0
2.428009310E1,5.446166992E1,1.173553467E1,4.794311523E0
2.438061800E1,5.416259766E1,1.070556641E1,6.594848633E0
2.448132601E1,5.416259766E1,1.156463623E1,5.694580078E0
2.458203402E1,5.416259766E1,1.087493896E1,5.094909668E0
2.468277255E1,5.446166992E1,1.191558838E1,8.094787598E0
2.478345004E1,5.536193848E1,1.052551270E1,8.694458008E0
2.488415804E1,5.476226807E1,1.018524170E1,8.694458008E0
2.498630038E1,5.416259766E1,1.122436523E1,6.893920898E0
2.508648959E1,5.446166992E1,1.139526367E1,5.995178223E0
2.518664828E1,5.416259766E1,1.156463623E1,5.694580078E0
2.528699007E1,5.386199951E1,1.173553467E1,5.393981934E0
2.538769808E1,5.446166992E1,1.104431152E1,7.194519043E0
2.548837557E1,5.326232910E1,1.260528564E1,6.294250488E0
2.558911410E1,5.386199951E1,1.225433350E1,8.094787598E0
2.568982210E1,5.446166992E1,1.208496094E1,5.995178223E0
2.579053011E1,5.386199951E1,1.260528564E1,5.694580078E0
2.589282504E1,5.416259766E1,1.208496094E1,4.794311523E0
2.599307528E1,5.446166992E1,1.173553467E1,5.995178223E0
2.609326449E1,5.296173096E1,1.225433350E1,6.294250488E0
2.619339266E1,5.446166992E1,1.104431152E1,7.794189453E0
2.629407015E1,5.416259766E1,1.173553467E1,5.995178223E0
2.639477816E1,5.386199951E1,1.156463623E1,6.294250488E0
2.649548617E1,5.476226807E1,1.052551270E1,8.694458008E0
2.659619418E1,5.416259766E1,1.173553467E1,4.794311523E0
2.669690218E1,5.446166992E1,1.104431152E1,7.194519043E0
2.679761019E1,5.596160889E1,9.834289551E0,8.694458008E0
2.689963046E1,5.446166992E1,1.087493896E1,5.094909668E0
2.699981966E1,5.446166992E1,1.122436523E1,6.893920898E0
2.710000887E1,5.416259766E1,1.156463623E1,5.694580078E0
2.720044222E1,5.266265869E1,1.312561035E1,4.194641113E0
2.730115023E1,5.416259766E1,1.156463623E1,5.094909668E0
2.740185824E1,5.446166992E1,1.156463623E1,7.495117188E0
2.750256625E1,5.386199951E1,1.191558838E1,6.294250488E0
2.760336115E1,5.476226807E1,1.156463623E1,8.694458008E0
2.770403864E1,5.476226807E1,1.156463623E1,6.893920898E0
2.780630304E1,5.386199951E1,1.104431152E1,7.194519043E0
2.790646173E1,5.416259766E1,1.156463623E1,5.694580078E0
2.800662042E1,5.446166992E1,1.104431152E1,6.594848633E0
2.810687067E1,5.446166992E1,1.139526367E1,7.194519043E0
2.820757868E1,5.416259766E1,1.122436523E1,6.893920898E0
2.830828668E1,5.386199951E1,1.122436523E1,6.294250488E0
2.840899469E1,5.416259766E1,1.139526367E1,4.194641113E0
2.850967218E1,5.386199951E1,1.191558838E1,3.894042969E0
2.861041071E1,5.416259766E1,1.173553467E1,5.995178223E0
2.871282770E1,5.386199951E1,1.087493896E1,8.094787598E0
2.881304743E1,5.476226807E1,1.139526367E1,6.594848633E0
2.891323664E1,5.416259766E1,1.208496094E1,6.594848633E0
2.901339533E1,5.506134033E1,1.122436523E1,7.495117188E0
2.911395075E1,5.386199951E1,1.208496094E1,4.194641113E0
2.921465876E1,5.446166992E1,1.104431152E1,8.393859863E0
2.931536676E1,5.386199951E1,1.156463623E1,6.294250488E0
2.941607477E1,5.356140137E1,1.208496094E1,5.393981934E0
2.951678278E1,5.506134033E1,1.156463623E1,6.893920898E0
2.961749079E1,5.446166992E1,1.156463623E1,6.294250488E0
2.971963312E1,5.446166992E1,1.087493896E1,8.094787598E0
2.981982233E1,5.356140137E1,1.191558838E1,5.694580078E0
2.991998102E1,5.386199951E1,1.139526367E1,4.794311523E0
3.002032282E1,5.446166992E1,1.104431152E1,5.995178223E0
3.012103083E1,5.386199951E1,1.243438721E1,6.594848633E0
3.022173883E1,5.446166992E1,1.156463623E1,6.294250488E0
3.032244684E1,5.476226807E1,1.139526367E1,7.194519043E0
3.042318537E1,5.386199951E1,1.312561035E1,5.995178223E0
3.052389337E1,5.446166992E1,1.243438721E1,4.794311523E0
3.062621881E1,5.536193848E1,1.225433350E1,6.294250488E0
3.072637751E1,5.656280518E1,1.104431152E1,7.194519043E0
3.082656671E1,5.656280518E1,9.484863281E0,8.694458008E0
3.092675592E1,5.476226807E1,1.000518799E1,8.995056152E0
3.102740290E1,5.326232910E1,1.139526367E1,5.995178223E0
3.112811090E1,5.296173096E1,1.225433350E1,5.694580078E0
3.122881891E1,5.386199951E1,1.173553467E1,6.594848633E0
3.132952692E1,5.446166992E1,1.087493896E1,6.294250488E0
3.143023493E1,5.416259766E1,1.156463623E1,6.893920898E0
3.153097345E1,5.506134033E1,1.087493896E1,7.495117188E0
3.163299372E1,5.386199951E1,1.122436523E1,7.495117188E0
3.173318292E1,5.446166992E1,1.173553467E1,4.794311523E0
3.183334162E1,5.446166992E1,1.122436523E1,5.094909668E0
3.193377497E1,5.356140137E1,1.173553467E1,5.393981934E0
3.203448297E1,5.416259766E1,1.052551270E1,6.294250488E0
3.213522150E1,5.386199951E1,1.173553467E1,6.594848633E0
3.223589899E1,5.356140137E1,1.156463623E1,6.294250488E0
3.233660700E1,5.446166992E1,1.208496094E1,6.594848633E0
3.243731500E1,5.386199951E1,1.122436523E1,6.294250488E0
3.253960993E1,5.416259766E1,1.104431152E1,6.594848633E0
3.263973810E1,5.416259766E1,1.156463623E1,5.694580078E0
3.273992731E1,5.386199951E1,1.156463623E1,5.094909668E0
3.284014704E1,5.356140137E1,1.191558838E1,5.094909668E0
3.294088556E1,5.416259766E1,1.156463623E1,6.294250488E0
3.304156305E1,5.416259766E1,1.156463623E1,8.094787598E0
3.314227106E1,5.446166992E1,1.139526367E1,7.194519043E0
3.324297907E1,5.356140137E1,1.122436523E1,5.094909668E0
3.334368708E1,5.386199951E1,1.156463623E1,6.294250488E0
3.344613458E1,5.416259766E1,1.139526367E1,5.995178223E0
3.354632379E1,5.476226807E1,1.104431152E1,6.594848633E0
3.364651300E1,5.446166992E1,1.208496094E1,6.594848633E0
3.374670221E1,5.386199951E1,1.156463623E1,5.094909668E0
3.384725763E1,5.386199951E1,1.156463623E1,5.094909668E0
3.394793512E1,5.386199951E1,1.173553467E1,5.393981934E0
3.404864313E1,5.386199951E1,1.070556641E1,6.594848633E0
3.414935114E1,5.416259766E1,1.173553467E1,7.194519043E0
3.425005914E1,5.356140137E1,1.191558838E1,5.694580078E0
3.435076715E1,5.446166992E1,1.122436523E1,5.694580078E0
3.445294000E1,5.416259766E1,1.104431152E1,6.594848633E0
3.455309870E1,5.446166992E1,1.139526367E1,6.594848633E0
3.465328790E1,5.356140137E1,1.191558838E1,3.894042969E0
3.475359918E1,5.506134033E1,1.087493896E1,7.495117188E0
3.485430719E1,5.446166992E1,1.139526367E1,5.995178223E0
3.495501520E1,5.446166992E1,1.208496094E1,6.594848633E0
3.505572321E1,5.416259766E1,1.104431152E1,5.995178223E0
3.515640070E1,5.476226807E1,1.243438721E1,4.194641113E0
3.525713922E1,5.326232910E1,1.225433350E1,4.493713379E0
3.535949518E1,5.446166992E1,1.087493896E1,5.094909668E0
3.545968439E1,5.446166992E1,1.139526367E1,6.594848633E0
3.555984308E1,5.386199951E1,1.156463623E1,4.493713379E0
3.565997126E1,5.476226807E1,1.139526367E1,7.194519043E0
3.576064875E1,5.416259766E1,1.156463623E1,6.893920898E0
3.586138727E1,5.476226807E1,1.191558838E1,6.294250488E0
3.596209528E1,5.386199951E1,1.191558838E1,5.094909668E0
3.606277277E1,5.356140137E1,1.243438721E1,4.794311523E0
3.616351129E1,5.416259766E1,1.173553467E1,5.995178223E0
3.626421930E1,5.416259766E1,1.122436523E1,5.694580078E0
3.636623956E1,5.446166992E1,1.122436523E1,5.694580078E0
3.646642877E1,5.386199951E1,1.191558838E1,5.094909668E0
3.656658747E1,5.446166992E1,1.122436523E1,6.893920898E0
3.666705133E1,5.416259766E1,1.156463623E1,6.893920898E0
3.676775934E1,5.476226807E1,1.104431152E1,5.393981934E0
3.686846735E1,5.446166992E1,1.104431152E1,6.594848633E0
3.696920587E1,5.506134033E1,1.104431152E1,6.594848633E0
3.706988336E1,5.446166992E1,1.156463623E1,6.893920898E0
3.717059137E1,5.536193848E1,1.087493896E1,6.294250488E0
3.727285578E1,5.386199951E1,1.052551270E1,6.294250488E0
3.737304498E1,5.476226807E1,1.018524170E1,8.694458008E0
3.747320368E1,5.386199951E1,1.087493896E1,6.893920898E0
3.757336391E1,5.416259766E1,1.173553467E1,4.794311523E0
3.767407192E1,5.506134033E1,1.139526367E1,7.794189453E0
3.777477993E1,5.446166992E1,1.070556641E1,4.794311523E0
3.787551845E1,5.386199951E1,1.052551270E1,8.094787598E0
3.797619594E1,5.416259766E1,1.156463623E1,8.094787598E0
3.807690395E1,5.476226807E1,1.087493896E1,6.893920898E0
3.817938198E1,5.446166992E1,1.139526367E1,5.995178223E0
3.827957119E1,5.506134033E1,1.070556641E1,5.995178223E0
3.837969936E1,5.416259766E1,1.087493896E1,5.694580078E0
3.847988857E1,5.386199951E1,1.191558838E1,6.294250488E0
3.858047451E1,5.446166992E1,1.173553467E1,7.194519043E0
3.868115200E1,5.296173096E1,1.277465820E1,4.794311523E0
3.878186001E1,5.386199951E1,1.173553467E1,5.995178223E0
3.888256801E1,5.416259766E1,1.156463623E1,6.893920898E0
3.898327602E1,5.506134033E1,1.156463623E1,5.694580078E0
3.908398403E1,5.446166992E1,1.104431152E1,6.594848633E0
3.918612636E1,5.446166992E1,1.122436523E1,5.694580078E0
3.928631557E1,5.446166992E1,1.122436523E1,5.094909668E0
3.938647426E1,5.446166992E1,1.208496094E1,4.794311523E0
3.948681606E1,5.536193848E1,1.122436523E1,5.094909668E0
3.958752407E1,5.446166992E1,1.122436523E1,6.893920898E0
3.968823208E1,5.446166992E1,1.156463623E1,5.694580078E0
3.978894008E1,5.536193848E1,1.052551270E1,7.495117188E0
3.988964809E1,5.446166992E1,1.139526367E1,6.594848633E0
3.999035610E1,5.446166992E1,1.173553467E1,5.995178223E0
4.009271206E1,5.446166992E1,1.173553467E1,4.194641113E0
4.019290126E1,5.476226807E1,1.156463623E1,5.694580078E0
4.029302944E1,5.506134033E1,1.104431152E1,6.594848633E0
4.039318813E1,5.446166992E1,1.104431152E1,6.594848633E0
4.049389614E1,5.446166992E1,1.173553467E1,5.995178223E0
4.059457363E1,5.476226807E1,1.104431152E1,5.393981934E0
4.069531215E1,5.416259766E1,1.173553467E1,5.995178223E0
4.079602016E1,5.296173096E1,1.173553467E1,7.794189453E0
4.089672817E1,5.446166992E1,1.156463623E1,7.495117188E0
4.099746669E1,5.386199951E1,1.225433350E1,5.094909668E0
4.109945644E1,5.386199951E1,1.087493896E1,7.495117188E0
4.119964565E1,5.386199951E1,1.122436523E1,6.294250488E0
4.129983486E1,5.446166992E1,1.139526367E1,7.794189453E0
4.140026821E1,5.326232910E1,1.173553467E1,5.393981934E0
4.150097622E1,5.416259766E1,1.070556641E1,6.594848633E0
4.160168422E1,5.446166992E1,1.191558838E1,4.493713379E0
4.170239223E1,5.416259766E1,1.139526367E1,5.995178223E0
4.180310024E1,5.476226807E1,1.087493896E1,6.294250488E0
4.190377773E1,5.326232910E1,1.260528564E1,5.094909668E0
4.200601162E1,5.446166992E1,1.139526367E1,5.995178223E0
4.210623134E1,5.386199951E1,1.173553467E1,3.594970703E0
4.220642055E1,5.506134033E1,9.484863281E0,9.294128418E0
4.230664028E1,5.416259766E1,1.156463623E1,5.694580078E0
4.240737880E1,5.386199951E1,1.156463623E1,4.493713379E0
4.250808681E1,5.356140137E1,1.208496094E1,7.194519043E0
4.260876430E1,5.416259766E1,1.156463623E1,6.294250488E0
4.270947231E1,5.416259766E1,1.260528564E1,5.694580078E0
4.281018032E1,5.446166992E1,1.104431152E1,6.594848633E0
4.291262783E1,5.356140137E1,1.173553467E1,6.594848633E0
4.301284755E1,5.356140137E1,1.191558838E1,5.694580078E0
4.311300624E1,5.386199951E1,1.208496094E1,6.594848633E0
4.321316494E1,5.446166992E1,1.035461426E1,8.995056152E0
4.331372036E1,5.386199951E1,1.243438721E1,6.594848633E0
4.341442836E1,5.506134033E1,1.104431152E1,5.393981934E0
4.351513637E1,5.506134033E1,1.104431152E1,4.194641113E0
4.361587490E1,5.386199951E1,1.173553467E1,5.393981934E0
4.371655239E1,5.416259766E1,1.173553467E1,5.995178223E0
4.381726040E1,5.386199951E1,1.156463623E1,7.495117188E0
4.391940273E1,5.356140137E1,1.243438721E1,4.794311523E0
4.401959194E1,5.386199951E1,1.243438721E1,4.194641113E0
4.411975063E1,5.386199951E1,1.122436523E1,7.495117188E0
4.422009243E1,5.356140137E1,1.104431152E1,4.794311523E0
4.432080044E1,5.446166992E1,1.104431152E1,6.594848633E0
4.442150844E1,5.446166992E1,1.139526367E1,5.995178223E0
4.452221645E1,5.386199951E1,1.035461426E1,6.594848633E0
4.462292446E1,5.386199951E1,1.052551270E1,5.094909668E0
4.472366298E1,5.416259766E1,1.035461426E1,5.393981934E0
4.482598842E1,5.386199951E1,1.035461426E1,5.393981934E0
4.492617763E1,5.326232910E1,1.035461426E1,5.393981934E0
4.502633632E1,5.386199951E1,1.122436523E1,5.694580078E0
4.512652553E1,5.446166992E1,1.000518799E1,4.794311523E0
4.522717251E1,5.446166992E1,1.000518799E1,7.194519043E0
4.532788051E1,5.326232910E1,1.035461426E1,5.393981934E0
4.542858852E1,5.416259766E1,1.070556641E1,4.194641113E0
4.552929653E1,5.386199951E1,1.035461426E1,6.594848633E0
4.563000454E1,5.356140137E1,1.018524170E1,6.893920898E0
4.573074306E1,5.416259766E1,1.000518799E1,6.594848633E0
4.583276332E1,5.356140137E1,1.139526367E1,4.794311523E0
4.593295253E1,5.416259766E1,1.070556641E1,4.194641113E0
4.603314174E1,5.416259766E1,1.070556641E1,5.393981934E0
4.613357509E1,5.536193848E1,9.315490723E0,5.995178223E0
4.623425258E1,5.476226807E1,1.000518799E1,5.393981934E0
4.633496059E1,5.476226807E1,9.484863281E0,5.094909668E0
4.643566860E1,5.476226807E1,1.035461426E1,4.794311523E0
4.653637661E1,5.626220703E1,8.444213867E0,7.495117188E0
4.663708461E1,5.476226807E1,1.035461426E1,6.594848633E0
4.673937954E1,5.506134033E1,8.964538574E0,7.794189453E0
4.683950771E1,5.476226807E1,1.018524170E1,4.493713379E0
4.693969692E1,5.446166992E1,1.139526367E1,5.995178223E0
4.703991665E1,5.536193848E1,9.834289551E0,6.294250488E0
4.714062465E1,5.506134033E1,1.000518799E1,7.194519043E0
4.724133266E1,5.566253662E1,8.624267578E0,6.594848633E0
4.734204067E1,5.536193848E1,9.484863281E0,6.294250488E0
4.744274868E1,5.506134033E1,9.315490723E0,6.594848633E0
4.754344780E1,5.446166992E1,1.018524170E1,4.493713379E0
4.764592583E1,5.446166992E1,9.144592285E0,3.894042969E0
4.774611504E1,5.536193848E1,9.144592285E0,5.694580078E0
4.784627373E1,5.536193848E1,9.484863281E0,6.893920898E0
4.794646294E1,5.626220703E1,8.274841309E0,7.194519043E0
4.804698784E1,5.596160889E1,8.964538574E0,5.995178223E0
4.814769585E1,5.746154785E1,8.795166016E0,5.094909668E0
4.824840385E1,5.656280518E1,9.664916992E0,5.393981934E0
4.834911186E1,5.806274414E1,7.754516602E0,7.495117188E0
4.844981987E1,5.686187744E1,8.105468750E0,6.893920898E0
4.855052788E1,5.776214600E1,8.444213867E0,5.694580078E0
4.865270073E1,5.776214600E1,9.664916992E0,6.594848633E0
4.875288994E1,5.746154785E1,8.624267578E0,5.995178223E0
4.885307915E1,5.836181641E1,7.925415039E0,5.995178223E0
4.895335991E1,5.956268311E1,7.405090332E0,8.094787598E0
4.905406792E1,5.836181641E1,8.274841309E0,4.794311523E0
4.915480644E1,5.986175537E1,8.624267578E0,5.995178223E0
4.925548393E1,5.956268311E1,8.444213867E0,5.694580078E0
4.935619194E1,5.926208496E1,8.795166016E0,6.294250488E0
4.945689995E1,6.016235352E1,9.664916992E0,5.393981934E0
4.955928642E1,5.866241455E1,1.087493896E1,4.493713379E0
4.965947563E1,6.076202393E1,8.624267578E0,6.594848633E0
4.975960381E1,6.076202393E1,8.624267578E0,6.594848633E0
4.985976250E1,5.926208496E1,9.315490723E0,6.594848633E0
4.996040947E1,5.926208496E1,9.315490723E0,6.594848633E0
5.006114800E1,5.926208496E1,7.754516602E0,7.495117188E0
5.016185600E1,5.746154785E1,9.484863281E0,3.894042969E0
5.026253349E1,5.686187744E1,8.105468750E0,5.694580078E0
5.036327202E1,5.656280518E1,9.834289551E0,6.294250488E0
5.046398003E1,5.716247559E1,8.105468750E0,6.893920898E0
5.056600029E1,5.566253662E1,9.144592285E0,5.094909668E0
5.066618950E1,5.506134033E1,9.315490723E0,4.794311523E0
5.076634819E1,5.506134033E1,9.315490723E0,6.594848633E0
5.086681206E1,5.476226807E1,9.484863281E0,5.094909668E0
5.096752006E1,5.416259766E1,9.484863281E0,4.493713379E0
5.106819756E1,5.386199951E1,8.105468750E0,4.493713379E0
5.116893608E1,5.446166992E1,8.274841309E0,5.995178223E0
5.126964409E1,5.446166992E1,8.795166016E0,5.694580078E0
5.137035210E1,5.446166992E1,9.144592285E0,5.094909668E0
5.147264702E1,5.386199951E1,8.795166016E0,5.094909668E0
5.157280571E1,5.356140137E1,8.964538574E0,5.393981934E0
5.167299492E1,5.386199951E1,8.274841309E0,5.995178223E0
5.177318413E1,5.416259766E1,8.105468750E0,7.495117188E0
5.187389214E1,5.386199951E1,9.315490723E0,7.194519043E0
5.197460014E1,5.356140137E1,8.795166016E0,5.694580078E0
