"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.035846224E1,-5.569458008E-3,-1.922607422E-3,4.928588867E-3
2.045862093E1,2.944946289E-3,-1.364135742E-2,-1.316833496E-2
2.055881014E1,8.270263672E-3,-1.043701172E-2,-3.967285156E-4
2.065896883E1,6.149291992E-3,1.193237305E-2,1.239013672E-2
2.075915804E1,-2.380371094E-3,2.349853516E-3,1.239013672E-2
2.085931673E1,-2.441406250E-4,-1.922607422E-3,-9.979248047E-3
2.095950594E1,6.149291992E-3,-1.150512695E-2,2.807617188E-3
2.105972567E1,6.149291992E-3,2.151489258E-2,1.739501953E-3
2.115985384E1,-4.501342773E-3,-1.922607422E-3,-3.967285156E-4
2.126001254E1,1.892089844E-3,-2.990722656E-3,-1.316833496E-2
2.136020174E1,4.013061523E-3,-7.247924805E-3,-3.967285156E-4
2.146039095E1,8.239746094E-4,9.796142578E-3,1.345825195E-2
2.156054964E1,-5.569458008E-3,4.470825195E-3,-3.967285156E-4
2.166073885E1,2.944946289E-3,-1.150512695E-2,-7.843017578E-3
2.176089755E1,4.013061523E-3,-4.043579102E-3,3.875732422E-3
2.186108675E1,-2.441406250E-4,1.406860352E-2,7.064819336E-3
2.196124545E1,-2.380371094E-3,3.402709961E-3,-3.967285156E-4
2.206146517E1,8.239746094E-4,-7.247924805E-3,-1.316833496E-2
2.216162386E1,4.013061523E-3,-8.316040039E-3,6.713867188E-4
2.226178256E1,-2.380371094E-3,1.512145996E-2,2.807617188E-3
2.236197176E1,-3.448486328E-3,3.402709961E-3,-5.722045898E-3
2.246213046E1,4.013061523E-3,-2.322387695E-2,6.713867188E-4
2.256231966E1,-2.441406250E-4,1.512145996E-2,8.132934570E-3
2.266247836E1,-2.441406250E-4,6.607055664E-3,7.064819336E-3
2.276266756E1,-4.501342773E-3,1.281738281E-3,-2.517700195E-3
2.286282626E1,2.944946289E-3,-1.150512695E-2,-8.911132812E-3
2.296301546E1,5.081176758E-3,1.281738281E-3,2.807617188E-3
2.306317416E1,-2.380371094E-3,1.406860352E-2,5.996704102E-3
2.316336337E1,-3.448486328E-3,-1.922607422E-3,-8.911132812E-3
2.326355257E1,6.149291992E-3,-1.150512695E-2,-4.653930664E-3
2.336371127E1,8.239746094E-4,3.402709961E-3,2.807617188E-3
2.346386996E1,8.239746094E-4,9.796142578E-3,1.739501953E-3
2.356405917E1,-3.448486328E-3,4.470825195E-3,-5.722045898E-3
2.366421786E1,7.217407227E-3,-2.108764648E-2,-3.585815430E-3
2.376440707E1,8.239746094E-4,1.725769043E-2,2.807617188E-3
2.386459628E1,-2.380371094E-3,7.675170898E-3,1.025390625E-2
2.396475497E1,-5.569458008E-3,-2.990722656E-3,6.713867188E-4
2.406494418E1,5.081176758E-3,-8.316040039E-3,-1.104736328E-2
2.416510287E1,8.270263672E-3,-1.922607422E-3,1.239013672E-2
2.426529208E1,-5.569458008E-3,1.300048828E-2,-2.517700195E-3
2.436548128E1,-1.312255859E-3,-8.544921875E-4,-1.104736328E-2
2.446563998E1,-2.441406250E-4,-1.683044434E-2,2.807617188E-3
2.456582919E1,-2.380371094E-3,1.618957520E-2,5.996704102E-3
2.466598788E1,-3.448486328E-3,2.349853516E-3,7.064819336E-3
2.476617709E1,-2.441406250E-4,1.086425781E-2,-3.021240234E-2
2.486633578E1,9.155273438E-5,-8.804321289E-3,-2.464294434E-2
2.496652499E1,3.280639648E-3,7.186889648E-3,1.263427734E-2
2.506668368E1,-4.180908203E-3,3.982543945E-3,6.240844727E-3
2.516687289E1,-9.765625000E-4,-6.668090820E-3,-8.666992188E-3
