"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.023547185E2,-1.116043091E2,-2.141876221E1,-5.508117676E1
1.024554266E2,-1.116043091E2,-2.193908691E1,-5.478057861E1
1.025561346E2,-1.107055664E2,-2.176818848E1,-5.508117676E1
1.026587041E2,-1.110046387E2,-2.159881592E1,-5.538024902E1
1.027589239E2,-1.110046387E2,-2.107849121E1,-5.508117676E1
1.028591436E2,-1.119049072E2,-2.055816650E1,-5.658111572E1
1.029593633E2,-1.116043091E2,-2.072906494E1,-5.628051758E1
1.030596746E2,-1.110046387E2,-2.055816650E1,-5.478057861E1
1.031603826E2,-1.122055054E2,-2.124938965E1,-5.538024902E1
1.032610906E2,-1.119049072E2,-2.107849121E1,-5.508117676E1
1.033617986E2,-1.128051758E2,-2.124938965E1,-5.298004150E1
1.034625066E2,-1.134048462E2,-1.968841553E1,-5.688018799E1
1.035632146E2,-1.137054443E2,-1.916809082E1,-5.718078613E1
1.036639226E2,-1.134048462E2,-1.951904297E1,-5.718078613E1
1.037661565E2,-1.125045776E2,-2.003936768E1,-5.568084717E1
1.038663763E2,-1.128051758E2,-1.985931396E1,-5.478057861E1
1.039666265E2,-1.125045776E2,-2.107849121E1,-5.508117676E1
1.040668157E2,-1.140045166E2,-1.985931396E1,-5.298004150E1
1.041674627E2,-1.143051147E2,-2.003936768E1,-5.568084717E1
1.042681402E2,-1.137054443E2,-2.055816650E1,-5.418090820E1
1.043688482E2,-1.152053833E2,-2.107849121E1,-5.508117676E1
1.044695867E2,-1.161056519E2,-2.124938965E1,-5.718078613E1
1.045702947E2,-1.167053223E2,-2.141876221E1,-5.568084717E1
1.046710027E2,-1.158050537E2,-2.245941162E1,-5.328063965E1
1.047733587E2,-1.164047241E2,-2.124938965E1,-5.538024902E1
1.048735784E2,-1.170043945E2,-2.124938965E1,-5.538024902E1
1.049738592E2,-1.161056519E2,-2.159881592E1,-5.357971191E1
1.050740789E2,-1.161056519E2,-2.159881592E1,-5.357971191E1
1.051745428E2,-1.155044556E2,-2.296905518E1,-5.238037109E1
1.052752508E2,-1.158050537E2,-2.313842773E1,-5.088043213E1
1.053759283E2,-1.161056519E2,-2.296905518E1,-5.298004150E1
1.054766668E2,-1.170043945E2,-2.383880615E1,-5.207977295E1
1.055773748E2,-1.158050537E2,-2.521820068E1,-5.148010254E1
1.056780828E2,-1.170043945E2,-2.469940186E1,-5.118103027E1
1.057788213E2,-1.161056519E2,-2.591857910E1,-5.028076172E1
1.058808721E2,-1.164047241E2,-2.729949951E1,-4.968109131E1
1.059810918E2,-1.170043945E2,-2.833862305E1,-4.848022461E1
1.060813421E2,-1.173049927E2,-2.850952148E1,-4.757995605E1
1.061816228E2,-1.152053833E2,-3.076934814E1,-4.548034668E1
1.062823308E2,-1.152053833E2,-2.989807129E1,-4.818115234E1
1.063830389E2,-1.167053223E2,-2.937927246E1,-5.088043213E1
1.064837469E2,-1.161056519E2,-3.076934814E1,-4.848022461E1
1.065844549E2,-1.167053223E2,-3.058929443E1,-5.057983398E1
1.066851629E2,-1.164047241E2,-3.058929443E1,-5.057983398E1
1.067858709E2,-1.158050537E2,-3.110809326E1,-5.028076172E1
1.068881353E2,-1.152053833E2,-3.214874268E1,-4.968109131E1
1.069883550E2,-1.146041870E2,-3.162841797E1,-4.998016357E1
1.070885747E2,-1.140045166E2,-3.353881836E1,-4.848022461E1
1.071887945E2,-1.137054443E2,-3.301849365E1,-4.938049316E1
1.072894109E2,-1.143051147E2,-3.335876465E1,-4.818115234E1
1.073901189E2,-1.140045166E2,-3.370819092E1,-4.818115234E1
1.074908269E2,-1.146041870E2,-3.509826660E1,-4.698028564E1
1.075915350E2,-1.143051147E2,-3.491821289E1,-4.788055420E1
1.076922430E2,-1.146041870E2,-3.543853760E1,-4.818115234E1
1.077929510E2,-1.155044556E2,-3.474884033E1,-4.998016357E1
1.078953985E2,-1.146041870E2,-3.578948975E1,-4.818115234E1
1.079955877E2,-1.137054443E2,-3.647918701E1,-4.818115234E1
1.080958379E2,-1.143051147E2,-3.595886230E1,-4.848022461E1
1.081960577E2,-1.140045166E2,-3.647918701E1,-4.818115234E1
1.082964910E2,-1.149047852E2,-3.578948975E1,-4.998016357E1
1.083971990E2,-1.152053833E2,-3.595886230E1,-4.788055420E1
1.084979070E2,-1.140045166E2,-3.647918701E1,-4.638061523E1
1.085986150E2,-1.152053833E2,-3.612823486E1,-4.698028564E1
1.086993230E2,-1.137054443E2,-3.543853760E1,-4.698028564E1
1.088000310E2,-1.131042480E2,-3.335876465E1,-4.638061523E1
1.089007391E2,-1.122055054E2,-3.353881836E1,-4.907989502E1
1.090028814E2,-1.131042480E2,-3.318939209E1,-4.548034668E1
1.091031011E2,-1.110046387E2,-3.128814697E1,-4.878082275E1
1.092033208E2,-1.107055664E2,-3.041839600E1,-4.848022461E1
1.093035711E2,-1.101043701E2,-3.024902344E1,-4.818115234E1
1.094042791E2,-1.095046997E2,-3.041839600E1,-4.848022461E1
1.095049871E2,-1.104049683E2,-2.868804932E1,-4.968109131E1
1.096056951E2,-1.104049683E2,-2.954864502E1,-4.938049316E1
1.097064031E2,-1.095046997E2,-2.920837402E1,-4.757995605E1
1.098071111E2,-1.107055664E2,-2.885894775E1,-4.938049316E1
1.099078496E2,-1.089050293E2,-3.197937012E1,-4.818115234E1
1.100101141E2,-1.116043091E2,-3.058929443E1,-4.878082275E1
1.101103338E2,-1.116043091E2,-3.249816895E1,-4.907989502E1
1.102105840E2,-1.134048462E2,-3.561859131E1,-4.907989502E1
1.103108037E2,-1.137054443E2,-3.664855957E1,-4.848022461E1
1.104113592E2,-1.152053833E2,-3.664855957E1,-5.028076172E1
1.105120557E2,-1.140045166E2,-3.682861328E1,-5.057983398E1
1.106127637E2,-1.143051147E2,-3.768920898E1,-4.907989502E1
1.107134717E2,-1.158050537E2,-3.751831055E1,-4.638061523E1
1.108141797E2,-1.152053833E2,-3.890838623E1,-4.757995605E1
1.109148877E2,-1.149047852E2,-3.976898193E1,-4.728088379E1
1.110173963E2,-1.149047852E2,-3.890838623E1,-4.638061523E1
1.111175855E2,-1.146041870E2,-3.890838623E1,-4.698028564E1
1.112178052E2,-1.146041870E2,-3.924865723E1,-4.938049316E1
1.113180249E2,-1.140045166E2,-3.924865723E1,-4.998016357E1
1.114184278E2,-1.131042480E2,-3.907928467E1,-5.028076172E1
1.115191358E2,-1.122055054E2,-3.942871094E1,-5.148010254E1
1.116198438E2,-1.119049072E2,-3.976898193E1,-5.207977295E1
1.117205518E2,-1.116043091E2,-3.994903564E1,-5.057983398E1
1.118212598E2,-1.119049072E2,-4.028930664E1,-4.818115234E1
1.119219678E2,-1.110046387E2,-4.011840820E1,-4.788055420E1
1.120227063E2,-1.098052979E2,-4.097900391E1,-4.818115234E1
1.121248487E2,-1.101043701E2,-4.236907959E1,-4.698028564E1
1.122250684E2,-1.104049683E2,-4.271850586E1,-4.938049316E1
1.123252576E2,-1.101043701E2,-4.323883057E1,-4.907989502E1
