-1,-1
5208,0
5994,0
9373,0
10031,0
11550,0
12166,0
14173,0
16818,0
18886,0
19995,0
21551,0
22713,0
24717,0
25347,0
26961,0
27578,0
29011,1
29636,3
31262,6
31880,8
33399,11
34054,13
35644,14
36599,13
38621,10
39269,10
40764,11
41459,11
43031,12
43639,13
45173,13
45844,8
47363,3
47986,3
49462,2
50059,4
51544,12
52206,18
53719,30
54362,31
57021,18
57844,19
59339,21
59966,22
61401,23
62034,21
63472,15
64101,13
65212,11
65693,10
66316,10
67829,7
68430,4
70130,0
70748,0
72272,3
72891,3
74414,1
75024,0
77847,7
78645,10
80060,16
80680,19
82130,22
82879,26
84329,36
84947,39
86391,49
86975,52
88439,35
89029,25
90473,7
91079,5
92471,8
93084,8
94473,4
95058,1
96846,3
99648,4
102354,0
103004,4
104554,6
105192,7
107215,2
107835,0
109322,0
109896,3
111572,17
112179,23
113609,32
114225,37
115684,45
116297,48
118404,37
119033,30
120464,15
121133,11
122565,2
123186,0
124889,3
125157,4
125604,6
127124,6
127748,6
129408,0
130802,0
132302,4
132899,6
134346,8
135403,8
136972,13
137579,17
139612,27
140196,29
141739,40
142346,46
143786,51
144376,44
145841,21
146452,12
147870,4
148475,5
150889,0
151484,0
153180,0
153834,0
-1,-1
5242,789.75
5938,787.25
9299,782.5
9991,785.5
11473,759.75
12109,764.75
14085,747
16355,784.5
18800,785.75
19951,795.75
21475,787.75
22641,778.5
24640,781
25303,755.25
26886,1133.25
27519,1372.75
28937,1530.75
29589,1486.75
31185,1448
31836,1539
33332,1829.5
33987,1632.75
35569,1787
36363,1358
38555,963
39214,1589.25
40676,1811.75
41413,1680.25
42965,1257.75
43594,1050
45107,1072.25
45776,970.25
47287,828.5
47939,811.5
49387,806
50015,893.5
51469,1727.75
52149,2255.5
53643,3764.75
54317,3988.75
56863,1666.25
57799,1126.5
59244,1620.5
59923,1720.75
61324,1277.25
61990,1088.5
63387,916.5
64037,927.75
65244,898
65617,922
66269,922.5
67764,928.5
68384,828.5
70055,785.75
70693,1409.75
72198,1467.75
72848,1385
74348,993.25
74968,903.75
77772,1305.75
78590,1283.25
79996,2011
80615,2426.5
82066,2378.25
82834,2042.25
84244,2720.75
84898,3008
86317,3744.75
86926,4001
88354,2757.25
88984,2034.25
90387,1129
91024,990.25
92388,1526
93036,1623.25
94387,1030.25
95015,909.25
96521,799
99588,803.75
102279,1366.25
102946,1321
104467,1366.25
105137,1311.5
107128,840.5
107778,807.75
109247,898.5
109849,1419
111497,2086.75
112122,2905.75
113534,2552
114179,2881.75
115599,3449.5
116229,3670
118319,2934.75
118987,2325.75
120378,1183.5
121089,1022.25
122500,788
123129,727
124812,1814
125212,1795.75
125560,1745.5
127058,1608.5
127698,1331
129342,785
130745,1660.75
132227,1750.25
132855,1609
134270,1750.5
135333,1152.5
136897,1674.75
137529,2228.25
139537,2941.5
140151,2692
141663,3094.75
142301,3571
143710,4036.75
144332,3363.75
145776,1788
146397,1411.5
147805,930.75
148431,806
150811,689.75
151439,662.25
153090,0
153778,0
-1,-1
5175,50
5487,50
9761,50
11857,50
15357,51
19694,51
22122,51
25017,51
27286,52
29335,52
31562,52
33714,52
36094,52
38955,52
41149,52
43344,52
45511,52
47691,52
49767,53
51898,53
54086,53
57468,53
59665,53
61737,53
63775,53
65168,53
65993,53
68144,54
70451,54
72580,54
74715,54
78337,54
80369,54
82567,55
84640,55
86678,55
88735,55
90774,55
92780,56
94780,56
98242,57
102706,57
104875,58
107523,58
109597,58
111861,58
113903,58
115985,59
118716,59
120854,59
122859,59
125125,59
125305,59
127456,60
130479,60
132616,60
134634,60
137270,61
139910,61
142054,61
144076,61
146139,62
148181,62
151188,63
153490,63
-1,-1
7464,99
10855,99
12859,99
18089,99
20791,99
23461,99
26210,99
28286,99
30338,99
32663,99
34818,99
37889,99
40011,99
42217,99
44386,99
46638,99
48739,99
50787,99
52963,99
55136,99
58565,99
60654,99
62736,99
64847,99
67086,99
69328,99
71493,99
73649,99
76574,99
79342,99
81423,99
83587,99
85677,98
87705,99
89767,99
91769,99
93759,99
95784,99
101579,99
103754,99
106450,99
108553,99
110873,99
112866,99
114986,99
117645,99
119751,99
121860,99
124148,99
126372,99
128477,99
131577,99
133635,99
136114,99
138858,99
140953,98
143076,97
145101,99
147150,99
150048,99
152359,99
-1,-1
5881,52
9342,55
9939,55
11506,55
12065,55
14128,74
16299,71
18843,63
19894,52
21518,51
22344,53
24683,46
25238,47
26928,68
27466,65
28969,67
29524,71
31219,63
31768,66
33365,65
33942,57
35612,35
36307,27
38588,47
39165,67
40719,58
41367,51
42998,49
43543,45
45140,34
45716,33
47331,39
47884,40
49430,41
49962,50
51512,97
52104,107
53686,89
54264,26
56989,25
57742,27
59297,72
59868,65
61367,26
61936,28
63429,39
63979,40
65649,41
66214,41
67797,39
68339,38
70097,44
70638,74
72230,63
72792,59
74380,46
74920,51
77804,83
78522,78
80028,100
80571,97
82098,106
82789,121
84286,129
84844,127
86349,152
86872,147
88396,24
88938,24
90430,29
90979,30
92420,89
92982,44
94430,28
94970,31
96554,42
99183,40
102321,86
102889,93
104510,38
105080,46
107182,35
107732,35
109279,89
109796,73
111529,107
112067,120
113577,110
114122,135
115641,96
116179,99
118361,23
118931,23
120432,26
121045,31
122533,36
123072,37
124845,91
125511,90
127090,63
127654,31
129376,33
130698,72
132259,82
132809,78
134313,26
135057,45
136929,98
137478,106
139580,29
140095,113
141706,159
142244,170
143753,28
144276,23
145808,24
146349,24
147837,32
148377,33
150844,38
151381,40
153135,98
153733,98
-1,-1
6197,35
10137,35
12267,35
17050,35
20095,35
22818,35
25449,35
27668,35
29723,35
31992,35
34164,35
36865,35
39388,35
41560,35
43730,35
45973,35
48088,35
50156,35
52308,35
54486,34
57951,35
60068,35
62128,35
64208,35
66407,35
68514,35
70850,35
72993,35
75109,35
78746,35
80768,35
82974,34
85047,34
87074,34
89128,35
91178,35
93170,35
95169,35
100143,36
103106,35
105303,35
107933,36
110008,36
112276,35
114325,35
116379,34
119135,35
121233,35
123295,36
125701,35
127838,35
130890,36
132996,35
135495,36
137685,35
140288,35
142448,34
144476,35
146546,35
148565,36
151603,36
153956,37
-1,-1
6301,3.57
10185,3.6799998
12314,3.7399998
17117,4.47
20139,3.44
22868,3.53
25494,3.28
27715,8.19
29767,9
32049,8.95
34211,6.2799997
36930,2.62
39435,7.7
41618,5.56
43789,4.2799997
46012,2.8799999
48145,2.78
50198,8.03
52358,32.46
54551,5.04
57997,4.04
60112,5.17
62172,2.79
64257,3.17
66461,3.1299999
68568,2.6799998
70907,9.349999
73057,5
75164,4.1099997
78800,9.46
80820,7.38
83016,28.7
85100,48.51
87117,2.62
89186,3.4199998
91220,2.49
93216,2.73
95224,2.4299998
100194,2.53
103162,13.2699995
105348,2.02
107987,2.26
110063,14.709999
112329,32.46
114380,51.979996
116549,26.509998
119188,3.81
121287,2.7
123345,2.2
125749,4.21
127897,2.46
130950,10.24
133051,8.969999
135550,4.38
137732,30.859999
140332,36.61
142504,71.97
144521,4.5699997
146589,2.72
148607,2.1699998
151712,1.3399999
154012,0
-1,-1
5433,31.372559
9703,31.764715
11800,30.588245
15298,44.31374
19637,30.196089
22077,30.588245
24970,23.921576
27229,33.725502
29279,34.901974
31514,30.980402
33663,22.745106
36054,10.588239
38888,39.2157
41107,20.392164
43287,20.78432
45456,19.60785
47635,23.529419
49712,23.921576
51839,57.647076
54022,3.529413
57413,12.549024
59588,29.80393
61681,14.509809
63730,25.098047
65949,24.70589
68094,21.96079
70397,84.70591
72524,25.098047
74671,30.588245
78277,49.803936
80325,52.15688
82518,70.1961
84598,68.62747
86624,80.39218
88690,8.627454
90718,15.294123
92735,23.921576
94733,18.43138
98187,21.96079
102647,62.352962
104828,24.70589
107471,18.823536
109555,44.7059
111806,66.66669
113847,74.901985
115942,46.274525
118662,7.8431396
120814,17.254908
122814,19.215693
125250,45.882366
127396,10.980395
130433,74.901985
132561,38.039227
134589,18.03922
137224,58.039234
139862,53.33335
142008,94.509834
144020,5.098041
146091,11.372553
148127,18.43138
151131,18.823536
153433,0
-1,-1
8563,20.000006
11288,20.000006
13694,20.000006
18572,20.000006
21267,20.000006
24437,20.000006
26620,23.921576
28726,28.235304
30965,28.62746
33116,28.62746
35323,24.70589
38329,21.568634
40492,27.058832
42737,24.313734
44899,20.000006
47094,20.000006
49186,20.000006
51268,34.117657
53422,34.901974
55574,20.000006
59045,26.666676
61138,20.000006
63189,20.000006
65428,20.000006
67557,20.000006
69849,20.000006
71981,28.62746
74146,20.000006
77468,30.980402
79784,31.372559
81868,32.54903
84057,38.431385
86119,45.098053
88157,19.60785
90189,19.60785
92198,32.54903
94189,20.000006
96224,20.000006
102070,29.019617
104237,26.274519
106929,20.000006
109029,23.137262
111309,35.686287
113348,36.4706
115402,37.64707
118113,20.000006
120184,20.000006
122312,20.000006
124603,32.54903
126822,30.196089
128922,20.000006
132028,30.980402
134076,24.313734
136735,34.117657
139346,20.000006
141398,51.372566
143527,19.60785
145562,19.60785
147597,19.60785
150606,19.60785
152865,19.60785
-1,-1
8809,9.803925
11337,9.803925
13758,9.803925
18615,9.803925
21314,9.803925
24490,9.803925
26718,12.156867
28769,14.117652
31015,14.117652
33171,14.117652
35365,11.764709
38374,10.980395
40537,13.333338
42785,11.764709
44955,9.803925
47138,9.803925
49230,9.803925
51326,16.862751
53464,17.254908
55616,9.803925
59097,13.333338
61179,9.803925
63234,9.803925
65477,9.803925
67611,9.803925
69894,9.803925
72036,13.725494
74191,9.803925
77579,15.294123
79834,15.686279
81935,16.078436
84095,19.215693
86175,22.35295
88211,9.803925
90233,9.803925
92246,16.078436
94234,9.803925
96278,9.803925
102118,14.509809
104292,12.94118
106974,9.803925
109084,12.156867
111353,17.647064
113398,18.43138
115445,18.43138
118167,9.803925
120235,9.803925
122355,9.803925
124647,16.078436
126873,14.901965
129074,9.803925
132077,15.294123
134128,12.156867
136779,16.862751
139390,9.803925
141454,25.88236
143576,9.803925
145608,9.803925
147652,9.803925
150651,9.803925
152930,9.803925
