0.0477,48.4009,3.1631,29.4006
0.1479,47.5006,3.5034,28.8010
0.2481,47.5006,3.5034,29.4006
0.3483,47.5006,3.6835,27.9007
0.4490,49.0005,3.5034,29.4006
0.5497,48.1003,4.8935,27.0004
0.6504,49.3011,2.8137,31.1996
0.7511,48.4009,2.6443,29.1000
0.8518,49.3011,2.6443,29.6997
0.9544,47.5006,4.0237,28.5004
1.0545,48.4009,4.3732,27.9007
1.1547,47.7997,4.7241,28.5004
1.2549,47.7997,3.6835,29.1000
1.3554,48.4009,3.8544,28.8010
1.4561,48.1003,3.8544,28.8010
1.5568,47.5006,5.0644,26.1002
1.6575,47.7997,4.7241,26.6998
1.7582,48.4009,3.8544,27.0004
1.8589,48.4009,3.1631,30.0003
1.9612,48.4009,4.2038,28.8010
2.0613,48.1003,4.3732,26.6998
2.1615,47.7997,4.3732,27.9007
2.2617,48.1003,4.2038,27.6001
2.3625,48.1003,3.8544,27.6001
2.4632,48.1003,3.8544,28.8010
2.5639,48.1003,5.4138,27.2995
2.6646,47.2000,4.5441,27.6001
2.7653,47.7997,4.3732,27.9007
2.8678,47.7997,4.2038,28.1998
2.9680,47.7997,4.0237,29.1000
3.0681,48.1003,3.8544,26.4008
3.1683,47.7997,5.2444,28.8010
3.2688,48.4009,4.8935,28.1998
3.3695,47.7997,4.0237,27.9007
3.4702,47.7997,4.2038,28.8010
3.5709,47.7997,3.5034,27.6001
3.6716,47.7997,3.6835,27.9007
3.7724,48.4009,3.1631,30.0003
3.8746,48.7000,2.9938,29.1000
3.9747,49.3011,3.5034,29.4006
4.0749,48.7000,3.3340,29.1000
4.1752,48.1003,2.9938,29.1000
4.2759,48.1003,4.0237,27.9007
4.3766,48.7000,2.9938,30.3009
4.4773,48.7000,4.0237,28.5004
4.5780,48.1003,4.5441,28.1998
4.6787,49.0005,3.3340,29.1000
4.7812,47.7997,4.8935,27.0004
4.8814,47.7997,3.6835,27.2995
4.9816,49.0005,3.1631,28.1998
5.0818,47.7997,4.2038,26.4008
5.1822,48.7000,4.0237,28.5004
5.2829,47.5006,4.3732,29.6997
5.3837,47.7997,3.6835,29.1000
5.4844,47.7997,4.8935,27.6001
5.5851,47.7997,3.8544,27.6001
5.6858,47.7997,4.0237,27.9007
5.7880,47.7997,4.0237,27.9007
5.8882,47.7997,4.0237,27.9007
5.9884,48.7000,4.0237,28.5004
6.0886,48.4009,5.0644,27.2995
6.1893,48.4009,3.6835,28.5004
6.2901,47.7997,4.7241,27.2995
6.3907,48.4009,3.8544,27.6001
6.4914,48.1003,4.2038,31.8008
6.5921,48.4009,4.0237,27.9007
6.6947,48.1003,4.2038,28.8010
6.7948,49.0005,3.6835,28.5004
6.8950,48.4009,3.3340,28.5004
6.9952,48.1003,4.0237,26.6998
7.0957,48.1003,3.6835,28.5004
7.1964,48.7000,3.8544,30.0003
7.2971,49.0005,3.1631,28.8010
7.3978,47.7997,4.5441,28.1998
7.4985,49.0005,3.8544,28.1998
7.5992,49.0005,3.3340,26.6998
7.7015,47.7997,2.6443,29.6997
7.8017,48.7000,3.8544,27.6001
7.9019,48.7000,3.8544,28.1998
8.0021,48.1003,4.2038,28.1998
8.1028,48.1003,2.9938,29.6997
8.2035,48.4009,3.3340,28.5004
8.3042,48.7000,2.6443,27.9007
8.4049,47.2000,4.5441,27.0004
8.5056,48.4009,3.5034,28.1998
8.6063,48.1003,4.2038,28.8010
8.7083,48.4009,4.2038,27.6001
8.8085,48.1003,4.0237,28.5004
8.9087,48.1003,4.2038,26.4008
9.0091,48.1003,3.6835,28.5004
9.1098,49.0005,2.2934,27.9007
9.2106,48.1003,4.7241,27.9007
9.3113,48.1003,4.2038,25.1999
9.4120,48.4009,4.0237,27.9007
9.5127,48.7000,3.6835,28.5004
9.6150,48.4009,3.8544,28.8010
9.7151,48.1003,2.9938,28.5004
9.8153,48.4009,3.8544,27.6001
9.9155,48.7000,4.0237,27.9007
10.0162,48.1003,3.5034,28.1998
10.1169,48.4009,3.6835,28.5004
10.2176,48.1003,3.3340,27.2995
10.3183,48.4009,2.6443,27.2995
10.4190,48.4009,3.1631,28.1998
10.5198,48.4009,2.8137,28.8010
10.6218,48.4009,3.1631,30.6000
10.7220,48.4009,4.0237,27.9007
10.8222,48.7000,5.0644,28.5004
10.9226,47.2000,3.8544,26.4008
11.0233,47.7997,3.5034,27.6001
11.1240,47.7997,3.1631,30.0003
11.2247,48.4009,4.0237,26.1002
11.3254,48.4009,4.0237,29.1000
11.4262,47.7997,4.0237,29.1000
11.5284,48.1003,3.5034,27.6001
11.6286,48.4009,3.6835,28.5004
11.7288,48.1003,3.8544,26.4008
11.8290,47.7997,3.6835,27.9007
11.9297,48.4009,4.0237,28.5004
12.0304,47.5006,3.5034,30.0003
12.1311,48.4009,4.0237,28.5004
12.2318,48.4009,4.0237,27.2995
12.3325,48.4009,4.0237,27.9007
12.4332,48.1003,3.6835,27.2995
12.5353,46.2997,4.8935,27.0004
12.6354,48.4009,4.7241,29.6997
12.7356,48.7000,3.1631,29.4006
12.8361,48.1003,3.3340,30.9006
12.9368,47.7997,4.0237,27.9007
13.0375,48.4009,3.3340,28.5004
13.1382,47.5006,3.8544,29.4006
13.2389,48.7000,3.8544,28.1998
13.3396,49.0005,4.0237,30.9006
13.4419,48.7000,3.6835,28.5004
13.5421,48.4009,2.8137,29.4006
13.6423,47.7997,3.6835,29.1000
13.7425,48.7000,3.5034,27.0004
13.8431,48.4009,2.8137,28.8010
13.9438,48.7000,3.3340,28.5004
14.0446,48.1003,2.8137,30.6000
14.1453,48.4009,3.8544,30.0003
14.2460,48.1003,4.3732,27.9007
14.3467,49.0005,2.2934,28.5004
14.4488,48.1003,3.8544,27.6001
14.5489,47.7997,3.3340,29.6997
14.6491,49.3011,3.3340,29.1000
14.7495,49.0005,2.9938,29.1000
14.8502,48.4009,3.6835,27.2995
14.9509,47.7997,3.3340,29.1000
15.0516,48.7000,3.5034,28.1998
15.1523,48.1003,3.8544,27.6001
15.2531,48.4009,3.8544,27.6001
15.3554,48.1003,3.8544,27.6001
15.4556,48.1003,4.3732,27.9007
15.5558,48.4009,3.5034,28.8010
15.6559,48.4009,4.2038,28.8010
15.7566,48.4009,3.8544,27.6001
15.8573,49.3011,2.9938,29.1000
15.9580,47.5006,4.8935,26.4008
16.0587,48.7000,3.1631,28.1998
16.1594,48.7000,3.1631,30.6000
16.2601,48.4009,2.8137,29.4006
16.3622,48.1003,4.0237,29.1000
16.4624,48.7000,3.1631,30.0003
16.5626,49.0005,4.5441,28.8010
16.6630,48.4009,3.3340,28.5004
16.7637,48.4009,4.3732,27.9007
16.8644,49.0005,3.5034,30.0003
16.9651,48.7000,3.8544,30.0003
17.0658,47.7997,4.0237,29.1000
17.1665,48.4009,3.8544,28.8010
17.2689,47.5006,4.2038,27.0004
17.3690,47.5006,3.1631,27.6001
17.4692,48.4009,2.8137,29.4006
17.5694,46.9009,4.7241,28.5004
17.6701,47.5006,4.0237,28.5004
17.7708,48.4009,3.8544,29.4006
17.8715,48.1003,2.9938,26.6998
17.9722,48.4009,3.5034,28.8010
18.0729,48.4009,3.3340,28.5004
18.1736,48.1003,3.3340,27.2995
18.2757,48.4009,3.6835,28.5004
18.3759,48.7000,3.3340,29.1000
18.4760,48.1003,3.6835,28.5004
18.5764,48.4009,3.8544,25.7996
18.6771,48.1003,3.8544,27.6001
18.7778,47.2000,3.8544,28.1998
18.8785,47.7997,3.5034,28.8010
18.9793,48.7000,3.8544,27.0004
19.0800,49.3011,3.1631,29.4006
19.1823,48.4009,3.3340,29.6997
19.2825,48.7000,4.0237,28.5004
19.3827,48.4009,3.3340,28.5004
19.4829,48.7000,3.5034,29.4006
19.5835,49.6002,3.3340,27.9007
19.6842,49.3011,3.6835,28.5004
19.7849,49.9008,2.4734,28.1998
19.8856,49.3011,2.1240,29.4006
19.9863,48.7000,2.8137,28.1998
20.0870,48.7000,2.6443,27.2995
20.1892,49.3011,2.1240,27.0004
20.2894,48.7000,2.1240,28.8010
20.3895,49.6002,2.2934,27.2995
20.4899,48.1003,3.3340,27.2995
20.5906,49.3011,2.2934,26.1002
20.6913,48.7000,1.2543,29.1000
20.7920,49.6002,1.4343,27.0004
20.8927,49.6002,0.7339,27.0004
20.9934,49.0005,0.3937,28.1998
21.0958,48.4009,1.4343,28.1998
21.1960,47.7997,0.9140,26.6998
21.2962,49.3011,1.7731,27.6001
21.3964,48.7000,0.2136,26.6998
21.4969,49.0005,1.2543,26.6998
21.5977,48.4009,1.4343,28.1998
21.6984,48.7000,1.2543,26.6998
21.7991,48.1003,1.6037,27.2995
21.8998,47.2000,1.9531,24.9008
22.0005,47.5006,0.9140,27.9007
22.1026,48.4009,0.7339,26.4008
22.2028,48.7000,0.3937,27.0004
22.3030,47.5006,1.2543,26.1002
22.4033,47.7997,0.7339,27.0004
22.5040,48.1003,0.5630,27.9007
22.6047,48.1003,0.2136,27.2995
22.7054,47.7997,0.2136,26.1002
22.8061,47.5006,0.9140,25.5005
22.9069,47.2000,2.1240,22.7997
23.0093,48.4009,0.9140,27.9007
23.1094,47.7997,0.3937,27.6001
23.2096,47.2000,0.3937,27.6001
23.3098,47.7997,0.2136,26.6998
23.4104,47.2000,0.3937,27.6001
23.5111,46.0007,1.4343,25.1999
23.6118,46.9009,1.0834,27.0004
23.7125,48.1003,-0.1266,27.2995
23.8133,46.9009,1.4343,25.1999
23.9140,46.9009,1.2543,23.7000
24.0161,47.7997,1.2543,26.6998
24.1163,46.6003,1.4343,25.1999
24.2164,46.0007,1.2543,26.6998
24.3168,46.9009,1.2543,26.1002
24.4175,47.2000,0.9140,26.6998
24.5182,46.9009,1.9531,26.6998
24.6189,47.5006,0.9140,27.2995
24.7196,46.2997,0.9140,26.1002
24.8203,46.6003,0.9140,26.1002
24.9227,47.5006,-0.1266,27.2995
25.0229,46.0007,2.1240,24.6002
25.1231,47.7997,1.0834,29.4006
25.2232,47.2000,0.9140,27.2995
25.3239,46.0007,0.9140,27.2995
25.4246,46.9009,0.7339,27.0004
25.5253,45.7001,1.2543,26.6998
25.6260,47.2000,1.0834,25.7996
25.7267,47.2000,1.4343,26.4008
25.8274,47.2000,1.4343,25.7996
25.9295,47.2000,1.4343,26.4008
26.0297,47.2000,0.9140,26.6998
26.1299,46.6003,1.7731,25.1999
26.2302,46.9009,1.2543,24.2996
26.3309,47.2000,0.9140,26.1002
26.4316,47.2000,1.2543,27.2995
26.5324,47.2000,1.7731,24.6002
